"block","lot","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","sale_price","borough_Manhattan","borough_Queens","borough_Staten Island","tax_class_at_present_1","tax_class_at_present_1A","tax_class_at_present_1C","tax_class_at_present_2","tax_class_at_present_2A","tax_class_at_present_2B","tax_class_at_present_2C","tax_class_at_present_4"
12204,137,1,0,1,-0.47871934931896,-0.128724226576351,1920,1,380000,0,1,0,1,0,0,0,0,0,0,0
7470,1405,0,0,0,-1.00853516296613,-0.13634488901943,1980,2,263640,0,0,0,0,0,0,1,0,0,0,0
3543,1054,0,0,0,-1.00853516296613,-0.122322870124164,1986,2,330000,0,0,1,0,0,0,1,0,0,0,0
903,1017,0,0,0,-1.00853516296613,-0.113279684025044,1920,2,1050000,1,0,0,0,0,0,1,0,0,0,0
2750,1204,0,0,0,-1.00853516296613,-0.136751324349727,2018,2,711757,0,0,0,0,0,0,0,0,0,1,0
8000,46,2,0,2,-0.0989033374576114,-0.0144142899301668,1960,1,690000,0,0,0,1,0,0,0,0,0,0,0
7928,65,2,0,2,0.141922032382012,0.157507854785694,1940,1,524399,0,0,0,1,0,0,0,0,0,0,0
2130,1089,0,0,0,-1.00853516296613,-0.0830002519178771,0,2,1575000,0,0,0,0,0,0,1,0,0,0,0
7191,59,1,0,1,0.826324797716711,-0.078224636786881,1940,1,920000,0,1,0,1,0,0,0,0,0,0,0
619,1005,0,0,0,-1.00853516296613,-0.0325006621284074,1904,2,481000,1,0,0,0,0,0,0,0,0,1,0
2862,1006,0,0,0,-1.00853516296613,-0.131772491553582,1985,2,245000,0,0,1,0,0,0,1,0,0,0,0
15631,1020,0,0,0,-1.00853516296613,-0.0757860248050957,1966,1,340000,0,1,0,0,1,0,0,0,0,0,0
1903,1009,0,0,0,-1.00853516296613,-0.0650154885522108,1910,2,1400000,1,0,0,0,0,0,1,0,0,0,0
3515,124,1,0,1,0.872196296733783,-0.0335167504541513,1987,1,805000,0,0,0,1,0,0,0,0,0,0,0
5086,1033,0,0,0,-1.00853516296613,-0.119985866974954,1953,2,6e+05,0,0,0,0,0,0,1,0,0,0,0
8183,8,1,0,1,-0.14936198637639,-0.073753848153608,1930,1,510000,0,0,0,1,0,0,0,0,0,0,0
2862,1045,0,0,0,-1.00853516296613,-0.13959637166181,1985,2,152000,0,0,1,0,0,0,1,0,0,0,0
8023,56,2,0,2,-0.0911051826247093,-0.0794439427777736,1925,1,799999,0,0,0,1,0,0,0,0,0,0,0
6072,1001,0,0,0,-1.00853516296613,-0.138885109833789,0,1,398000,0,0,0,0,1,0,0,0,0,0,0
6746,27,4,0,4,0.367609807546001,0.135153911619329,1931,2,525000,0,0,0,0,0,0,0,1,0,0,0
5543,118,2,0,2,0.138252312460646,-0.0131949839392741,1910,1,565000,0,0,0,1,0,0,0,0,0,0,0
5953,4,1,0,1,0.318527303597735,-0.0343296211147464,1920,1,1100000,0,0,0,1,0,0,0,0,0,0,0
7299,1309,0,0,0,-1.00853516296613,-0.0945836588313571,2016,2,750000,0,0,0,0,0,0,1,0,0,0,0
3258,1113,0,0,0,-1.00853516296613,-0.124050220277929,2017,2,733140,0,1,0,0,0,0,1,0,0,0,0
6548,1003,0,0,0,-1.00853516296613,-0.0918402203518487,1999,2,570000,0,0,0,0,0,0,0,0,0,1,0
1030,1015,0,0,0,-1.00853516296613,-0.149045993091228,2015,2,1807394,1,0,0,0,0,0,1,0,0,0,0
4748,12,3,0,3,0.538251783889505,0.175797444649083,1997,1,680000,0,0,0,1,0,0,0,0,0,0,0
3897,45,1,0,1,-0.182848180658851,0.0315129023934556,1920,1,595000,0,0,0,1,0,0,0,0,0,0,0
6422,25,1,0,1,-0.182848180658851,-0.06847018885974,1950,1,885000,0,1,0,1,0,0,0,0,0,0,0
1537,1848,0,0,0,-1.00853516296613,-0.0825938165875796,0,2,1340000,1,0,0,0,0,0,1,0,0,0,0
197,22,2,0,2,1.65201178002399,-0.0546513876296235,1899,1,3e+05,0,0,1,1,0,0,0,0,0,0,0
6267,73,1,0,1,-0.0911051826247093,-0.0538385169690284,1920,1,980000,0,0,0,1,0,0,0,0,0,0,0
3960,165,2,0,2,-0.173673880855437,-0.0680637535294424,2005,1,385000,0,0,1,1,0,0,0,0,0,0,0
1163,33,20,0,20,1.65017692006331,1.32235151141845,1931,2,440000,0,0,0,0,0,0,1,0,0,0,0
4897,30,2,0,2,0.138252312460646,-0.00811454231055486,1925,1,4e+05,0,0,0,1,0,0,0,0,0,0,0
6257,17,2,0,2,0.0235735649179683,-0.00608236565906715,1925,1,1175000,0,0,0,1,0,0,0,0,0,0,0
2701,1004,0,0,0,-1.00853516296613,-0.135633627191409,2017,2,740000,0,0,0,0,0,0,0,0,0,1,0
7787,67,1,0,1,0.826324797716711,-0.0485548576751604,1960,1,920000,0,1,0,1,0,0,0,0,0,0,0
719,14,3,0,3,-0.181472035688339,0.0467542272796134,1910,1,495000,0,0,0,1,0,0,0,0,0,0,0
6012,25,1,0,1,3.57861473874097,-0.0345328387798951,1980,1,9e+05,0,0,1,1,0,0,0,0,0,0,0
11964,299,1,0,1,0.0657753440136737,-0.0440840690418874,1930,1,530000,0,1,0,1,0,0,0,0,0,0,0
438,1029,0,0,0,-1.00853516296613,-0.129130661906648,2010,2,840000,0,1,0,0,0,0,1,0,0,0,0
1199,7,3,2,5,-0.264499448909238,0.303824573692809,1910,2,2035000,0,0,0,0,0,0,0,1,0,0,0
1714,13,2,0,2,0.405224436739999,0.0404544796600015,1910,1,1050000,0,1,0,1,0,0,0,0,0,0,0
24,1020,0,0,0,-1.00853516296613,-0.137157759680025,1982,2,607000,1,0,0,0,0,0,1,0,0,0,0
8353,10,2,0,2,1.23916828887035,0.0274485490904801,1965,1,9e+05,0,0,0,1,0,0,0,0,0,0,0
5392,38,1,0,1,0.826324797716711,0.0422834386463404,1905,1,1500000,0,0,0,1,0,0,0,0,0,0,0
77,44,2,0,2,-0.251655429184458,-0.00913063063629872,1881,1,2310000,0,1,0,1,0,0,0,0,0,0,0
1605,146,1,0,1,0.21164671088796,-0.0526192109781358,1965,1,390000,0,0,1,1,0,0,0,0,0,0,0
8955,108,1,0,1,-0.189728905511412,-0.139189936331512,1925,1,425000,0,0,0,1,0,0,0,0,0,0,0
2410,20,0,1,1,0.349261207939173,-0.0985464033017581,1931,4,365000,0,0,0,0,0,0,0,0,0,0,1
5008,12,2,0,2,0.441921635953656,0.01423940085581,1975,1,1480000,0,1,0,1,0,0,0,0,0,0,0
1774,70,2,0,2,-0.163582151071682,0.0245018929458229,1910,1,1050000,0,0,0,1,0,0,0,0,0,0,0
4364,15,1,0,1,1.57265408672446,-0.082187381257282,1960,1,718000,0,0,0,1,0,0,0,0,0,0,0
1095,4,2,0,2,0.138252312460646,0.00631391191500791,1920,1,385320,0,0,1,1,0,0,0,0,0,0,0
1332,132,1,0,1,-0.0452336836076383,-0.066641229873401,1920,1,868000,0,1,0,1,0,0,0,0,0,0,0
1139,1033,0,0,0,-1.00853516296613,-0.147725078267761,1985,2,750000,1,0,0,0,0,0,1,0,0,0,0
4995,1047,0,0,0,-1.00853516296613,-0.125269526268822,2015,2,295469,0,1,0,0,0,0,1,0,0,0,0
11151,50,1,0,1,0.410729016622048,-0.0111628072877864,1920,1,550000,0,1,0,1,0,0,0,0,0,0,0
892,1323,0,0,0,-1.00853516296613,-0.0438808513767386,2016,1,1575000,0,0,0,0,1,0,0,0,0,0,0
1886,1513,0,0,0,-1.00853516296613,-0.0464210721910983,2012,2,997885,0,0,0,0,0,0,1,0,0,0,0
11067,57,2,0,2,0.138252312460646,-0.0392068450783169,1920,1,480000,0,1,0,1,0,0,0,0,0,0,0
397,39,0,1,1,0.139169742440987,0.0523427130712046,1931,4,2200000,0,1,0,0,0,0,0,0,0,0,1
803,31,2,0,2,0.511646314459604,0.00143668795143739,2005,1,525000,0,0,1,1,0,0,0,0,0,0,0
1846,1051,0,0,0,-1.00853516296613,-0.11480381651366,1989,2,792000,1,0,0,0,0,0,1,0,0,0,0
1233,1203,0,0,0,-1.00853516296613,-0.0963110089851216,2016,2,850238,0,0,0,0,0,0,0,0,0,1,0
4080,8,1,0,1,-0.458077174761278,-0.156666655534307,1920,1,243000,0,0,1,1,0,0,0,0,0,0,0
2089,1017,0,0,0,-1.00853516296613,-0.11480381651366,2016,2,776924,0,1,0,0,0,0,1,0,0,0,0
4995,1042,0,0,0,-1.00853516296613,-0.125980788096842,2015,2,292663,0,1,0,0,0,0,1,0,0,0,0
8355,57,2,0,2,1.04604927800848,0.161775425753818,1969,1,849000,0,0,0,1,0,0,0,0,0,0,0
4587,60,1,0,1,-0.366334176727136,-0.0599350469234916,1991,1,469000,0,0,1,1,0,0,0,0,0,0,0
11220,124,1,0,1,0.826324797716711,-0.104236497925924,1930,1,238000,0,1,0,1,0,0,0,0,0,0,0
5297,6,1,0,1,0.826324797716711,-0.0786310721171785,1955,1,454000,0,0,1,1,0,0,0,0,0,0,0
10583,50,2,0,2,0.0465093144265038,-0.0501805989963505,1940,1,445000,0,1,0,1,0,0,0,0,0,0,0
8558,1019,0,0,0,-1.00853516296613,-0.115819904839404,0,4,669663,0,0,0,0,0,0,0,0,0,0,1
10123,45,2,0,2,0.126325722716207,0.0508185805825888,2002,1,672045,0,1,0,1,0,0,0,0,0,0,0
9866,40,1,0,1,0.237334750337519,-0.021323690545225,1935,1,680000,0,1,0,1,0,0,0,0,0,0,0
4281,30,4,0,4,0.0235735649179683,0.100606908544038,1930,2,669663,0,0,0,0,0,0,0,1,0,0,0
4837,1144,0,0,0,-1.00853516296613,-0.184609084492263,2014,4,790000,0,0,0,0,0,0,0,0,0,0,1
4308,17,1,0,1,0.138252312460646,-0.0375811037571267,2000,1,685000,0,0,1,1,0,0,0,0,0,0,0
10070,40,1,0,1,0.138252312460646,-0.0700959301809301,1920,1,368000,0,1,0,1,0,0,0,0,0,0,0
4950,81,2,0,2,-0.0911051826247093,0.00306242927262757,1920,1,852000,0,0,0,1,0,0,0,0,0,0,0
7105,163,1,0,1,0.29605026907937,-0.0669460563711242,2017,1,610849,0,0,1,1,0,0,0,0,0,0,0
4636,42,2,0,2,0.138252312460646,-0.0258960880110724,1940,1,365000,0,0,0,1,0,0,0,0,0,0,0
1542,1188,0,0,0,-1.00853516296613,-0.137259368512599,1974,2,795000,1,0,0,0,0,0,1,0,0,0,0
3432,1178,0,0,0,-1.00853516296613,-0.0916370026866999,1996,1,344253,0,0,0,0,1,0,0,0,0,0,0
616,44,7,0,7,0.109811983070062,0.174781356323339,1930,2,2150000,0,1,0,0,0,0,0,0,1,0,0
4091,119,1,0,1,-0.182848180658851,-0.0241687378573078,1945,1,436020,0,0,0,1,0,0,0,0,0,0,0
1095,31,2,0,2,0.138252312460646,0.0152554891815538,1920,1,620000,0,0,1,1,0,0,0,0,0,0,0
10721,14,1,0,1,0.826324797716711,0.00204634094688371,1955,1,849000,0,1,0,1,0,0,0,0,0,0,0
10403,4,1,0,1,0.826324797716711,0.0292775080768191,1920,1,557000,0,1,0,1,0,0,0,0,0,0,0
9940,129,1,0,1,3.71622923579219,0.035577255696431,1940,1,1325000,0,1,0,1,0,0,0,0,0,0,0
9595,61,2,0,2,0.138252312460646,-0.0166496842468033,1915,1,518000,0,1,0,1,0,0,0,0,0,0,0
181,70,1,0,1,0.665774551156963,-0.0131949839392741,2018,1,580528,0,0,1,1,0,0,0,0,0,0,0
4632,17,1,0,1,1.41347998513522,-0.0904176966958073,1960,1,639000,0,0,1,1,0,0,0,0,0,0,0
4638,19,1,0,1,-0.274591178692993,-0.0749731541445006,1940,1,630000,0,1,0,1,0,0,0,0,0,0,0
15660,16,2,0,2,0.826324797716711,0.0322241642214763,1901,1,360000,0,1,0,1,0,0,0,0,0,0,0
7899,19,1,0,1,-0.010830059344835,-0.0664380122082522,1920,1,447500,0,0,0,1,0,0,0,0,0,0,0
8273,1413,0,0,0,-1.00853516296613,-0.084016340243621,0,1,523918,0,0,0,0,1,0,0,0,0,0,0
11106,31,2,1,3,-0.329636977513479,0.0437059623023818,1930,1,450000,0,1,0,1,0,0,0,0,0,0,0
1795,20,2,0,2,-0.182848180658851,-0.0136014192695717,1899,1,935000,0,0,0,1,0,0,0,0,0,0,0
5998,49,2,1,3,0.184123811477717,0.290005772462693,1931,1,1750000,0,0,0,1,0,0,0,0,0,0,0
236,88,2,0,2,0.826324797716711,0.00793965323619808,1920,1,628000,0,0,1,1,0,0,0,0,0,0,0
1689,15,1,0,1,-0.0911051826247093,-0.0686734065248887,1920,1,915000,0,1,0,1,0,0,0,0,0,0,0
708,24,3,0,3,0.140087172421329,-0.00506627733332329,1910,1,8e+05,0,0,0,1,0,0,0,0,0,0,0
2919,73,1,0,1,0.000637815409432779,-0.0305700943094941,1940,1,520000,0,1,0,1,0,0,0,0,0,0,0
1847,7,2,0,2,-0.0911051826247093,0.0315129023934556,1910,1,1195000,0,0,0,1,0,0,0,0,0,0,0
1663,18,2,0,2,0.367609807546001,-0.0172593372422496,2005,1,864686,0,1,0,1,0,0,0,0,0,0,0
7307,18,2,0,2,-0.205783930167387,-0.0187834697308654,1930,1,785000,0,0,0,1,0,0,0,0,0,0,0
5459,51,1,0,1,-0.182848180658851,-0.0156335959210594,1960,1,620000,0,0,0,1,0,0,0,0,0,0,0
5193,34,3,0,3,-0.0681694331161738,0.0111911358785784,1932,1,850000,0,0,0,1,0,0,0,0,0,0,0
12986,32,2,0,2,-0.039270388735419,-0.021323690545225,1960,1,319410,0,1,0,1,0,0,0,0,0,0,0
5348,1,3,0,3,0.161188061969181,0.0747982650701439,1970,1,730000,0,0,0,1,0,0,0,0,0,0,0
10778,14,1,0,1,0.826324797716711,-0.071112018506674,1920,1,669000,0,1,0,1,0,0,0,0,0,0,0
16195,23,1,0,1,0.203389841064887,-0.110333027880387,1925,1,525000,0,1,0,1,0,0,0,0,0,0,0
4241,15,1,0,1,1.28503978788742,-0.0167512930793776,1920,1,5e+05,0,0,0,1,0,0,0,0,0,0,0
5491,255,1,0,1,0.250178770062299,-0.0635929648961694,1970,1,6e+05,0,0,1,1,0,0,0,0,0,0,0
15784,25,1,0,1,-0.0865180327230022,-0.0170561195771008,1915,1,467000,0,1,0,1,0,0,0,0,0,0,0
1493,1001,0,0,0,-1.00853516296613,-0.0580044791045782,0,2,779000,0,0,0,0,0,0,0,0,0,1,0
8034,55,2,0,2,1.26210403837889,0.0132233125300661,2002,1,648000,0,0,1,1,0,0,0,0,0,0,0
2450,4038,0,0,0,-1.00853516296613,-0.054244952299326,1979,1,375000,0,0,1,0,1,0,0,0,0,0,0
3982,25,2,0,2,0.138252312460646,-0.0363617977662341,1910,1,730000,0,0,0,1,0,0,0,0,0,0,0
5454,17,1,0,1,0.138252312460646,-0.126184005761991,1965,1,540000,0,0,1,1,0,0,0,0,0,0,0
1991,16,0,3,3,0.680912145832596,0.167465520377984,1930,4,1200000,0,0,0,0,0,0,0,0,0,0,1
2773,55,1,0,1,0.202472411084545,-0.069283059520335,1960,1,668900,0,1,0,1,0,0,0,0,0,0,0
5282,34,2,0,2,0.807976198109883,0.0164747951724465,1955,1,790000,0,0,1,1,0,0,0,0,0,0,0
4191,30,2,0,2,0.800636758267152,0.0388287383388113,1960,1,940000,0,1,0,1,0,0,0,0,0,0,0
7362,28,1,0,1,0.287334684266127,-0.109113721889494,1955,1,680000,0,1,0,1,0,0,0,0,0,0,0
5669,12,2,0,2,0.739168949584276,0.00306242927262757,1980,1,660000,0,0,1,1,0,0,0,0,0,0,0
4873,69,2,0,2,-0.104866632329831,-0.00587914799391838,1950,1,485000,0,0,0,1,0,0,0,0,0,0,0
3367,43,3,0,3,-0.0911051826247093,0.104671261847013,1901,1,925000,0,0,0,1,0,0,0,0,0,0,0
5209,31,1,0,1,0.734581799682569,0.0264324607647363,2017,1,840056,0,0,1,1,0,0,0,0,0,0,0
9350,1,1,0,1,0.0465093144265038,0.0189134071542317,1930,1,659000,0,1,0,1,0,0,0,0,0,0,0
1967,22,3,0,3,-0.0911051826247093,-0.0416454570601021,1899,1,762000,0,0,0,1,0,0,0,0,0,0,0
5027,1114,0,0,0,-1.00853516296613,-0.184609084492263,1984,4,175000,0,1,0,0,0,0,0,0,0,0,1
1505,60,2,0,2,-0.0911051826247093,0.0619955521657713,1899,1,450000,0,0,0,1,0,0,0,0,0,0,0
8622,96,2,0,2,-0.150738131346902,-0.024473564355031,1950,1,649000,0,1,0,1,0,0,0,0,0,0,0
2033,1015,0,0,0,-1.00853516296613,-0.0506886431592225,0,2,1225000,1,0,0,0,0,0,1,0,0,0,0
12968,138,1,0,1,0.459352805580143,-0.0477419870145653,1935,1,564000,0,1,0,1,0,0,0,0,0,0,0
358,1501,0,0,0,-1.00853516296613,-0.0477419870145653,1899,1,1850000,0,0,0,0,0,1,0,0,0,0,0
2348,1093,0,0,0,-1.00853516296613,-0.129943532567243,1914,2,950000,0,0,0,0,0,0,1,0,0,0,0
1040,1697,0,0,0,-1.00853516296613,-0.158292396855497,1989,2,580403,1,0,0,0,0,0,1,0,0,0,0
1345,1132,0,0,0,-1.00853516296613,-0.114702207681085,2008,2,1410000,1,0,0,0,0,0,1,0,0,0,0
8597,58,2,0,2,0.21852743574052,0.0203359308102731,1960,1,915000,0,0,0,1,0,0,0,0,0,0,0
2058,1181,0,0,0,-1.00853516296613,-0.0172593372422496,1800,2,1800000,0,0,0,0,0,0,1,0,0,0,0
1747,1310,0,0,0,-1.00853516296613,-0.0521111668152639,2018,2,890154,0,0,0,0,0,0,1,0,0,0,0
3916,1090,0,0,0,-1.00853516296613,-0.130654794395264,0,1,385000,0,1,0,0,1,0,0,0,0,0,0
3310,22,2,0,2,1.1052235117405,0.0680920821202344,1920,1,1640000,0,1,0,1,0,0,0,0,0,0,0
5186,1315,0,0,0,-1.00853516296613,-0.126082396929417,2007,2,660000,0,1,0,0,0,0,1,0,0,0,0
16270,68,1,0,1,1.74375477805813,0.159540031437182,1920,1,1300000,0,1,0,1,0,0,0,0,0,0,0
14158,66,2,0,2,1.12448954132767,0.0376094323479187,1950,1,2e+05,0,1,0,1,0,0,0,0,0,0,0
8742,159,1,0,1,0.826324797716711,-0.0965142266502704,1950,1,690000,0,1,0,1,0,0,0,0,0,0,0
4891,52,1,0,1,1.00247135394226,-0.00415179784015382,1930,1,1075000,0,1,0,1,0,0,0,0,0,0,0
12203,183,0,1,1,0.0428395945051381,0.12499302836189,1930,4,680000,0,1,0,0,0,0,0,0,0,0,1
4718,68,2,0,2,-0.0443162536272968,0.0220632809640377,1945,1,6e+05,0,0,0,1,0,0,0,0,0,0,0
4534,78,2,0,2,0.312564008725516,-0.0191899050611629,1950,1,719092,0,0,0,1,0,0,0,0,0,0,0
3944,1908,0,0,0,-1.00853516296613,-0.134719147698239,0,2,155000,0,0,0,0,0,0,1,0,0,0,0
12825,456,1,0,1,1.49421382340527,-0.0863533433928318,1940,1,5e+05,0,1,0,1,0,0,0,0,0,0,0
3466,48,0,1,1,-0.381471771402769,0.257084510708592,1930,4,1685000,0,1,0,0,0,0,0,0,0,0,1
6205,111,1,0,1,0.126784437706378,0.0533588013969485,1986,1,609000,0,0,1,1,0,0,0,0,0,0,0
8760,54,1,0,1,0.826324797716711,-0.0883855200443196,1945,1,680000,0,1,0,1,0,0,0,0,0,0,0
18,1100,0,0,0,-1.00853516296613,-0.136446497852004,1956,2,590000,1,0,0,0,0,0,1,0,0,0,0
896,227,2,0,2,0.0465093144265038,-0.049774163666053,1945,1,979000,0,1,0,1,0,0,0,0,0,0,0
151,133,1,0,1,-0.421379975547621,-0.0700959301809301,1999,1,4e+05,0,0,1,1,0,0,0,0,0,0,0
1043,1012,0,0,0,-1.00853516296613,-0.115819904839404,1942,2,730000,1,0,0,0,0,0,1,0,0,0,0
5640,71,2,0,2,-0.0897290376541972,0.138811829592007,1905,1,1100500,0,0,0,1,0,0,0,0,0,0,0
8772,148,1,0,1,0.826324797716711,-0.0272170028345394,1950,1,640000,0,1,0,1,0,0,0,0,0,0,0
5134,1015,0,0,0,-1.00853516296613,-0.0346344476124695,1926,2,270554,0,1,0,0,0,0,1,0,0,0,0
3937,2982,0,0,0,-1.00853516296613,-0.139494762829236,0,2,185000,0,0,0,0,0,0,1,0,0,0,0
1404,14,1,0,1,-0.0911051826247093,-0.0672508828688473,1930,1,350000,0,1,0,1,0,0,0,0,0,0,0
8267,25,1,0,1,0.918067795750854,-0.0571916084439831,1955,1,590000,0,0,0,1,0,0,0,0,0,0,0
2815,80,1,0,1,1.52219543780568,-0.0672508828688473,1940,1,775000,0,1,0,1,0,0,0,0,0,0,0
3626,103,1,0,1,-0.182848180658851,-0.083508296080749,1987,1,468000,0,0,0,1,0,0,0,0,0,0,0
2000,1014,0,0,0,-1.00853516296613,-0.113787728187916,2003,2,540000,0,0,0,0,0,0,1,0,0,0,0
1891,3,2,0,2,-0.0911051826247093,0.0132233125300661,1901,1,1412500,0,0,0,1,0,0,0,0,0,0,0
3000,27,2,0,2,0.138252312460646,0.064027728817259,1996,1,522000,0,0,0,1,0,0,0,0,0,0,0
4847,46,1,0,1,0.826324797716711,-0.0713152361718228,1950,1,932000,0,1,0,1,0,0,0,0,0,0,0
12320,92,2,0,2,0.74788453439752,0.0183037541587854,1995,1,725000,0,1,0,1,0,0,0,0,0,0,0
310,300,1,0,1,-0.0397291037255897,-0.0798503781080712,1925,1,580000,0,0,1,1,0,0,0,0,0,0,0
6975,40,2,0,2,0.596967302631356,0.0464494007818903,1910,1,930000,0,0,0,1,0,0,0,0,0,0,0
159,113,5,0,5,1.74375477805813,0.147346971528255,1931,2,950000,0,0,1,0,0,0,0,1,0,0,0
5350,76,1,0,1,1.67494752953253,-0.0741602834839056,1955,1,4e+05,0,0,1,1,0,0,0,0,0,0,0
1950,1004,0,0,0,-1.00853516296613,-0.0948884853290802,2016,2,476580,0,1,0,0,0,0,0,0,0,1,0
4607,42,2,0,2,-0.384682776333964,-0.0416454570601021,1940,1,610000,0,0,0,1,0,0,0,0,0,0,0
3508,53,2,0,2,-0.127802381838366,-0.0418486747252509,1965,1,378000,0,0,0,1,0,0,0,0,0,0,0
6842,29,1,0,1,0.891462326320952,0.00733000024075176,1970,1,704000,0,0,1,1,0,0,0,0,0,0,0
614,9,2,4,6,-0.262664588948555,0.172444353174129,1928,4,1e+05,0,1,0,0,0,0,0,0,0,0,1
3886,3,2,0,2,0.358894222732758,-0.0152271605907619,1925,1,960000,0,1,0,1,0,0,0,0,0,0,0
1605,99,1,0,1,0.155683482087133,-0.0676573181991449,1965,1,545000,0,0,1,1,0,0,0,0,0,0,0
8003,22,1,0,1,0.911187070898293,-0.0696894948506326,1910,1,498000,0,0,1,1,0,0,0,0,0,0,0
1042,1417,0,0,0,-1.00853516296613,-0.194769967749701,2005,4,462218,1,0,0,0,0,0,0,0,0,0,1
1063,1269,0,0,0,-1.00853516296613,-0.111755551536428,2008,2,1050000,1,0,0,0,0,0,1,0,0,0,0
5645,59,1,0,1,0.688710300665498,-0.0801552046057943,1940,1,525000,0,0,0,1,0,0,0,0,0,0,0
1122,62,1,0,1,0.826324797716711,-0.00201801235609172,1960,1,9e+05,0,1,0,1,0,0,0,0,0,0,0
11333,68,1,0,1,0.826324797716711,-0.0965142266502704,1950,1,475000,0,1,0,1,0,0,0,0,0,0,0
2072,9,8,0,8,0.000637815409432779,0.202215741118424,1905,2,1650000,0,0,0,0,0,0,0,0,1,0,0
4079,49,2,0,2,-0.182848180658851,-0.0172593372422496,1910,1,530000,0,0,0,1,0,0,0,0,0,0,0
1735,1009,0,0,0,-1.00853516296613,-0.151789431570736,1940,2,4e+05,1,0,0,0,0,0,1,0,0,0,0
9339,33,3,0,3,-0.0452336836076383,0.00306242927262757,1935,1,415000,0,1,0,1,0,0,0,0,0,0,0
7860,1015,0,0,0,-1.00853516296613,-0.10809763356375,1988,1,299888,0,0,1,0,1,0,0,0,0,0,0
5625,9,1,0,1,0.710728620193692,-0.0928563086775925,1920,1,449000,0,0,0,1,0,0,0,0,0,0,0
1785,1003,0,0,0,-1.00853516296613,-0.146404163444294,2004,2,425000,0,0,0,0,0,0,0,0,0,1,0
3890,11,3,0,3,0.138252312460646,0.163197949409859,1920,1,750000,0,0,0,1,0,0,0,0,0,0,0
10892,43,2,0,2,0.826324797716711,0.00143668795143739,1925,1,870000,0,1,0,1,0,0,0,0,0,0,0
1132,59,2,0,2,-0.125508806887513,-0.0136014192695717,1920,1,2300000,0,0,0,1,0,0,0,0,0,0,0
13989,13,1,0,1,0.138252312460646,-0.0383939744177218,1930,1,7e+05,0,1,0,1,0,0,0,0,0,0,0
7335,27,1,0,1,-0.0452336836076383,-0.0660315768779547,1945,1,795000,0,0,0,1,0,0,0,0,0,0,0
1554,1106,0,0,0,-1.00853516296613,-0.107487980568304,0,2,1375000,1,0,0,0,0,0,1,0,0,0,0
3944,4823,0,0,0,-1.00853516296613,-0.114194163518214,0,2,245000,0,0,0,0,0,0,1,0,0,0,0
4871,73,1,0,1,0.734581799682569,-0.0242703466898822,1920,1,970000,0,1,0,1,0,0,0,0,0,0,0
8242,14,1,0,1,0.84467339732354,-0.0522127756478383,1940,1,965000,0,1,0,1,0,0,0,0,0,0,0
7229,3,1,0,1,1.10889323166187,0.0183037541587854,1945,1,1200000,0,1,0,1,0,0,0,0,0,0,0
5725,150,1,0,1,-0.366334176727136,-0.0863533433928318,1997,1,525000,0,0,1,1,0,0,0,0,0,0,0
2402,1129,0,0,0,-1.00853516296613,-0.0838131225784722,1990,1,385000,0,0,1,0,1,0,0,0,0,0,0
2909,56,2,0,2,-0.182848180658851,0.0254163724389924,1955,1,940000,0,1,0,1,0,0,0,0,0,0,0
6031,78,1,0,1,-0.678260370043219,-0.097733532641163,1987,1,355000,0,0,1,1,0,0,0,0,0,0,0
1504,170,2,0,2,1.18091148511867,0.0587440695233909,1970,1,815000,0,0,1,1,0,0,0,0,0,0,0
2357,1011,0,0,0,-1.00853516296613,-0.102915583102457,2009,2,1240000,0,0,0,0,0,0,1,0,0,0,0
1340,1090,0,0,0,-1.00853516296613,-0.0388004097480193,0,2,2175000,1,0,0,0,0,0,1,0,0,0,0
1272,436,1,0,1,-0.650737470632976,-0.106268674577411,1998,1,224829,0,0,1,1,0,0,0,0,0,0,0
5409,93,1,0,1,1.28503978788742,0.0156619245118514,1925,1,735000,0,0,0,1,0,0,0,0,0,0,0
5066,3171,0,0,0,-1.00853516296613,-0.0978351414737374,2016,2,1056586,0,1,0,0,0,0,1,0,0,0,0
1527,1041,0,0,0,-1.00853516296613,-0.0751763718096494,1984,2,300010,1,0,0,0,0,0,1,0,0,0,0
13255,2,1,1,2,-0.525966993306543,-0.0274202204996881,1934,1,1425000,0,1,0,1,0,0,0,0,0,0,0
5518,121,2,0,2,-0.274591178692993,-0.0961077913199729,1950,1,720000,0,1,0,1,0,0,0,0,0,0,0
2060,1160,0,0,0,-1.00853516296613,-0.125167917436247,2007,2,935000,0,0,0,0,0,0,1,0,0,0,0
4333,61,2,0,2,-0.0911051826247093,-0.00181479469094295,1955,1,665000,0,0,0,1,0,0,0,0,0,0,0
7164,10,1,0,1,-0.347985577120307,-0.00100192403034786,1940,1,790000,0,1,0,1,0,0,0,0,0,0,0
12305,24,2,0,2,0.367609807546001,-0.0465226810236727,1965,1,590000,0,1,0,1,0,0,0,0,0,0,0
10294,29,1,0,1,1.009810793785,-0.0343296211147464,1940,1,680000,0,1,0,1,0,0,0,0,0,0,0
801,248,1,0,1,-0.443398295075815,-0.0166496842468033,1991,1,468000,0,0,1,1,0,0,0,0,0,0,0
2528,10,4,0,4,0.282288819374249,0.110259747638604,1924,2,1175000,0,0,0,0,0,0,0,1,0,0,0
