"category_id","views","likes","dislikes","comment_count","ratings_disabled_True","video_error_or_removed_False","video_error_or_removed_True"
10,-0.291344189955288,-0.355131021553728,-0.142906324015163,-0.25186435691898,0,1,0
24,-0.0893994570875452,0.2635082304944,-0.082940258433811,0.308082348284791,0,1,0
10,0.314145392344792,0.221272343791609,0.103775380591301,-0.0485486135944363,0,1,0
24,0.00268247144877014,-0.134040805014489,-0.105919740605299,-0.092414951696278,0,1,0
10,-0.263087967370258,-0.307126470257622,-0.13769529054746,-0.225986373290555,0,1,0
17,-0.259480015610378,-0.363749715185465,-0.140163674821635,-0.257998543586998,0,1,0
10,-0.283737542461766,-0.348853525296583,-0.145648973208691,-0.247663129393938,0,1,0
26,-0.303738752906006,-0.376487658410348,-0.143689938070457,-0.24931995151649,0,1,0
24,-0.285902176765193,-0.370313071927909,-0.146119141641868,-0.252239114303843,0,1,0
10,-0.258285114332155,-0.314587428923902,-0.137832423007136,-0.239734052093156,0,1,0
1,-0.293373071102667,-0.346163578129928,-0.140104903767488,-0.238077229970604,0,1,0
10,-0.274259174003071,-0.355345416917702,-0.139184157252518,-0.24415224441996,0,1,0
10,0.100803811217176,0.7976785677418,0.0100747299295542,0.132676168096086,0,1,0
10,-0.2555110372472,-0.249151105234319,-0.121415708548733,-0.21052270014674,0,1,0
10,-0.266494629967722,-0.29846489755309,-0.139321289712195,-0.239162053979418,0,1,0
22,-0.297304179542421,-0.342050045746488,-0.144081745098104,-0.239536811364281,0,1,0
24,-0.300306317721768,-0.344396960330786,-0.147177020616514,-0.236006202317415,0,1,0
22,-0.299912312726822,-0.361454255488522,-0.141691722229458,-0.206084783747049,0,1,0
26,-0.249268390759407,-0.306506153004525,-0.130760306158111,-0.161370310511044,0,1,0
23,-0.288341210222088,-0.244826036091759,-0.141006059931076,-0.148115733530631,0,1,0
24,-0.210425315498826,-0.261783280079641,-0.143415673151104,-0.217583918240472,0,1,0
2,-0.230428314245005,-0.230141382961997,-0.120906359412792,-0.199753356350155,0,1,0
24,-0.302814148206214,-0.384343104546339,-0.148803019781249,-0.257623786202135,0,1,0
22,-0.304000423557435,-0.373611901928249,-0.14672644253472,-0.247860370122813,0,1,0
1,-0.308554229251916,-0.382422122085136,-0.148626706618808,-0.257998543586998,0,1,0
20,-0.292271897884916,-0.354299167541511,-0.128389873640847,-0.227702367631769,0,1,0
10,-0.295687817574772,-0.36249764625986,-0.144610684585427,-0.248787401548527,0,1,0
10,-0.301731226187668,-0.335129363397422,-0.142651649447193,-0.237998333679054,0,1,0
10,-0.20409798765449,-0.255728755001028,-0.13117170353714,-0.188313394075394,0,1,0
10,-0.29970881448554,-0.37595309930284,-0.142357794176458,-0.254191797519707,0,1,0
22,-0.302341089746123,-0.358887228330545,-0.14521798547828,-0.242041768620995,0,1,0
1,-0.271454012022639,-0.361491417351611,-0.146079960939103,-0.251686840262992,0,1,0
10,-0.20775848393312,-0.210013946192159,-0.12390368317429,-0.257998543586998,0,1,0
24,-0.125035265416907,-0.334757744766534,-0.103510127385271,-0.0648406977995268,0,1,0
24,-0.27560192577399,-0.361377073157491,-0.146550129372279,-0.250010294067553,0,1,0
28,-0.116214886877683,-0.222703293134541,-0.100120996596126,-0.0290415055086802,0,1,0
23,-0.165479554675769,-0.282825470402433,-0.115597374188177,-0.210897457531603,0,1,0
22,-0.287420076931943,-0.289323079233258,-0.129526114021023,-0.201686315493132,0,1,0
23,-0.226178099103297,-0.217234782050789,-0.132601799188051,-0.193027447495511,0,1,0
17,-0.305431538483007,-0.373789135429134,-0.147745140806602,-0.251548771752779,0,1,0
17,-0.253785904443942,-0.314807541497582,-0.138302591440313,-0.224605688188429,0,1,0
24,-0.282256828455933,-0.351269046397351,-0.140496710795135,-0.216597714596096,0,1,0
26,-0.309493403352802,-0.381238659676002,-0.148293670645308,-0.255256897455633,0,1,0
24,-0.277799275483485,-0.288371163817215,-0.139497602874636,-0.223264451232078,0,1,0
10,-0.190725381334261,0.130971875090799,-0.0824113189464877,-0.0272268908030285,0,1,0
10,-0.29735456757942,-0.343184911873122,-0.145355117937956,-0.245513205449199,0,1,0
26,-0.307851058409916,-0.377616807327275,-0.147470875887249,-0.254034004936607,0,1,0
17,-0.306842876893014,-0.383368320291472,-0.148254489942543,-0.256637582557759,0,1,0
26,-0.30690704537437,-0.378237124580372,-0.146177912696015,-0.250108914431991,0,1,0
23,-0.300467685673242,-0.381215790837178,-0.141378276607341,-0.237879989241729,0,1,0
22,-0.309816349644214,-0.377885516183455,-0.148861790835396,-0.255158277091195,0,1,0
24,-0.217385018467207,-0.332176424584293,-0.117027469839088,-0.22880691571347,0,1,0
26,-0.30604092866742,-0.376899297509177,-0.146569719723661,-0.253659247551744,0,1,0
24,-0.30886123861722,-0.380272451235694,-0.148097767131484,-0.255493586330283,0,1,0
10,0.769397151456177,2.01867445859548,0.78575469291343,2.19244137566678,0,1,0
22,-0.304157005171365,-0.372468459987057,-0.146099551290485,-0.25194325321053,0,1,0
22,-0.309468787902578,-0.377596797093304,-0.148724658375719,-0.255473862257396,0,1,0
26,0.086888402661219,-0.217992312336829,0.063732702365792,-0.117563144627864,0,1,0
24,-0.254682790463673,-0.236104432685315,-0.137518977385019,-0.257998543586998,0,1,0
10,-0.305822598039464,-0.329703731386464,-0.148234899591161,-0.240641359445982,0,1,0
10,-0.303823907636591,-0.373703377283544,-0.146550129372279,-0.240917496466407,0,1,0
10,-0.301417589585765,-0.377528190576833,-0.145884057425279,-0.253284490166881,0,1,0
10,0.372207190756888,0.233981700967962,0.198749404092901,-0.0186863672427329,0,1,0
10,1.74469521450447,4.53636781401947,0.304263036638201,1.5241108899461,0,1,0
17,-0.292911058036908,-0.355774207645649,-0.143063046826222,-0.247722301612601,0,1,0
10,-0.244696333865721,-0.261851886596113,-0.129565294723788,-0.217662814532022,0,1,0
25,-0.296250501520297,-0.379143302318767,-0.146295454804309,-0.251548771752779,0,1,0
26,-0.291619483259725,-0.358512751094805,-0.090365001607719,-0.19709060651034,0,1,0
23,-0.310091432560188,-0.381264387119679,-0.148803019781249,-0.255099104872533,0,1,0
10,-0.309797309488271,-0.381404458757475,-0.148705068024337,-0.256420617755997,0,1,0
10,-0.251093405485693,-0.30955056717295,-0.129565294723788,-0.237189646690666,0,1,0
26,-0.192837944492982,-0.0932942514401013,0.0993479611788918,-0.0240118669223629,0,1,0
26,-0.297718276635627,-0.354913767584902,-0.143787889827369,-0.245454033230536,0,1,0
10,0.0338917591040439,0.470465504640502,-0.0608031613717633,-0.0176607154525819,0,1,0
24,-0.269436018478244,-0.347126927965382,-0.105371210766594,-0.235493376422339,0,1,0
23,-0.122003935838256,0.22164682102735,-0.0798841636181655,0.14472757663036,0,1,0
10,-0.268974110606717,-0.300274394425027,-0.137538567736401,-0.228471606474383,0,1,0
24,-0.000282796152354575,0.399163323792603,-0.118183300570646,-0.0372269957570005,0,1,0
24,-0.179504996398115,-0.16992773033881,-0.111287496884062,-0.18929959771977,0,1,0
10,0.0768386191357654,0.0263326444474381,0.0886320389727502,-0.132415371512166,0,1,0
22,-0.304719846908237,-0.36946978349628,-0.147274972373426,-0.251824908773205,0,1,0
20,-0.287653029558109,-0.370430274726881,-0.146021189884956,-0.221410388380651,0,1,0
24,-0.30679369858968,-0.378745956244203,-0.14488494950478,-0.251174014367917,0,1,0
22,-0.31066673981352,-0.384251629191043,-0.148822610132631,-0.257702682493685,0,1,0
28,-0.224339093544191,-0.23030718204347,-0.118320433030323,-0.140383896958724,0,1,0
10,-0.285547567010031,-0.227162716705191,-0.145394298640721,-0.198293774956479,0,1,0
23,-0.114108424984403,0.515705785043776,-0.0971432631860098,-0.0190611246275957,0,1,0
10,-0.211883517939069,-0.132625795612264,-0.125118284959996,-0.138017008212221,0,1,0
10,-0.301538194772443,-0.358455578997745,-0.147079068859602,-0.245059551772786,0,1,0
25,-0.310618508258272,-0.383465512856474,-0.148469983807749,-0.256538962193322,0,1,0
26,-0.310837785634314,-0.384137284996924,-0.148763839078484,-0.257209580671497,0,1,0
17,-0.305851631647421,-0.382467859762784,-0.147431695184485,-0.244290312930173,0,1,0
24,-0.305085449460615,-0.368649363903474,-0.145942828479427,-0.25210104579363,0,1,0
24,-0.305362110290065,-0.380100934944515,-0.148117357482867,-0.253895936426394,0,1,0
15,-0.28631180310355,-0.327325372148784,-0.143748709124604,-0.239201502125193,0,1,0
22,-0.288244221140432,-0.370184434709525,-0.145492250397633,-0.254152349373932,0,1,0
10,-0.304908091985918,-0.36987284678055,-0.147999815374573,-0.250680912545729,0,1,0
24,-0.302617960964037,-0.357509380791408,-0.147568827644161,-0.235769513442764,0,1,0
10,-0.235139017136112,-0.279518064587534,-0.0197417848743721,-0.0679176531699797,0,1,0
10,-0.305785201490084,-0.371485099917631,-0.14864629697019,-0.24423114071151,0,1,0
27,-0.296144307943365,-0.351995132030008,-0.144786997747868,-0.226952852862044,0,1,0
10,-0.302657251009588,-0.362091724370737,-0.147118249562367,-0.251568495825667,0,1,0
22,-0.301022006677344,-0.372828644198532,-0.143160998583134,-0.251371255096792,0,1,0
10,-0.195601975528807,-0.182940099629578,-0.0966926851042159,-0.166498569461799,0,1,0
26,-0.292339432581686,-0.318712395726753,-0.134874279948403,-0.22841243425572,0,1,0
26,-0.23479813522819,-0.132697260733588,-0.107780823986622,-0.240286326134006,0,1,0
1,-0.161450720794736,-0.358444144578333,-0.129976692102817,-0.229339465681433,0,1,0
17,-0.293986669056348,-0.334995008969332,-0.145903647776662,-0.23922122619808,0,1,0
24,-0.276937734725615,-0.368640788088915,-0.144982901261692,-0.249063538568952,0,1,0
1,-0.14272746247467,-0.115765744189383,-0.0937541323968644,-0.113519709685923,0,1,0
26,-0.298710047852379,-0.342178682964872,-0.141006059931076,-0.236163994900515,0,1,0
10,0.242429119668545,1.99053721102759,0.182038834363762,0.927674649900418,0,1,0
22,-0.30479879517915,-0.366819856797567,-0.144336419666074,-0.251016221784816,0,1,0
24,-0.298922750588937,-0.378934624164499,-0.14705947850822,-0.24924105522494,0,1,0
22,-0.294698518422466,-0.339322936716745,-0.141182373093517,-0.23859005586568,0,1,0
24,-0.266968214398971,-0.307012126063503,-0.109406823151357,-0.156123707122964,0,1,0
24,-0.29079833708684,-0.382996701660585,-0.146863574994397,-0.255493586330283,0,1,0
28,-0.307973346704302,-0.381904714606746,-0.144689045990957,-0.238945089177655,0,1,0
26,-0.306644901348898,-0.3785515711142,-0.147372924130338,-0.253836764207732,0,1,0
22,-0.267486611572937,-0.280744406069463,-0.144591094234045,-0.227741815777544,0,1,0
24,-0.305857049150355,-0.381790370412627,-0.14798022502319,-0.254290417884145,0,1,0
17,-0.302101720271822,-0.383539836582651,-0.148822610132631,-0.256736202922197,0,1,0
20,-0.253336935462918,-0.275836181536895,-0.137323073871196,-0.125748634876185,0,1,0
26,-0.308456977184681,-0.384263063610455,-0.148803019781249,-0.256045860371134,0,1,0
24,-0.281007752148369,-0.383196804000294,-0.147862682914896,-0.257091236234172,0,1,0
26,-0.304173520665746,-0.367640276390372,-0.147882273266278,-0.252633595761593,0,1,0
10,-0.309120489801319,-0.383356885872061,-0.147941044320426,-0.25734764918171,0,1,0
26,-0.305287422385537,-0.369755643981578,-0.146961526751308,-0.252751940198918,0,1,0
20,-0.267501654348075,-0.283145634145966,-0.10960272666518,0.0131482863977225,0,1,0
10,-0.301308397973229,-0.356980538893607,-0.146569719723661,-0.235947030098752,0,1,0
22,-0.289371955901695,-0.379068978592589,-0.146412996912603,-0.25257442354293,0,1,0
24,-0.27187478894956,-0.384388842223987,-0.148998923295072,-0.257998543586998,1,1,0
10,-0.299013322822457,-0.350937448234406,-0.146550129372279,-0.248708505256977,0,1,0
24,-0.309450221120677,-0.381327276426444,-0.148372032050837,-0.256124756662684,0,1,0
17,-0.302987771285684,-0.367957581529053,-0.148176128537014,-0.24732782015485,0,1,0
23,-0.291496090425906,-0.340243407479404,-0.144591094234045,-0.235335583839239,0,1,0
2,-0.268637068288254,-0.334506187539472,-0.14396420298981,-0.240937220539294,0,1,0
24,-0.250269471665667,-0.309853579287366,-0.13961514498293,-0.239418466926955,0,1,0
10,-0.298755807343181,-0.366019447438732,-0.141907216094664,-0.25178546062743,0,1,0
10,-0.30750412783367,-0.383328299823531,-0.148705068024337,-0.25750544176481,0,1,0
17,-0.309130483253334,-0.384234477561926,-0.14897933294369,-0.25726875289016,0,1,0
17,-0.305386883531638,-0.371345028279835,-0.147705960103837,-0.246085203562937,0,1,0
24,-0.271769384329366,-0.33201062550282,-0.141339095904576,-0.207130159610087,0,1,0
23,-0.300899613188725,-0.381907573211599,-0.14772555045522,-0.249517192245365,0,1,0
25,-0.302481366254136,-0.381049991755705,-0.126078212177731,-0.257998543586998,0,1,0
10,-0.232017746489331,-0.196101116372702,-0.11303103815709,-0.146794220647167,0,1,0
24,-0.295597508326832,-0.373749114961192,-0.142671239798575,-0.225808856634567,0,1,0
24,0.587068986324353,0.367201262931425,0.513918977132037,0.443843141969582,0,1,0
